branch,commit,feature,path,decision,recordType,subject
codex/f-acc-001-sds,770c91b777382e391658e0d13c704ffa3c130d37,UNMAPPED,"""\351\234\200\346\261\202/PRD-\351\241\271\347\233\256\345\256\236\346\226\275\344\272\244\344\273\230\347\256\241\347\220\206\345\271\263\345\217\260.md""",APPLIED_CODE,decision,docs(prd): 基线化COM订单范围办事处语义
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,docs/decisions/0036-commerce-office-snapshot-and-scope-guard-physical-delta.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,docs/decisions/open-questions.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,docs/design/02-domain-model.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,docs/design/04-module-design.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,docs/design/08-data-model.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,docs/design/08a-domain-entity-migration-alignment.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,docs/design/09-database-design.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,docs/design/10-api-design.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,docs/design/14-security-design.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,docs/design/15-cache-and-concurrency.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,docs/design/16-exception-and-idempotency.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,docs/engineering/gates/phase-2/README.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,docs/engineering/gates/phase-2/gate-status.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,docs/engineering/gates/phase-2/independent-review.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,docs/engineering/gates/phase-2/self-review.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,docs/traceability/domain-entity-migration-contract.json,EXCLUDED_NON_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,docs/traceability/domain-entity-migration-contract.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,docs/traceability/domain-object-table-map.json,EXCLUDED_NON_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,docs/traceability/phase2-contract-map.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,scripts/generate_phase2_contract_map.py,APPLIED_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,scripts/tests/test_validate_domain_entity_migration_alignment.py,APPLIED_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,26531772ea6fe59befdbda4461fdb242c3c807a4,UNMAPPED,scripts/tests/test_validate_sds_phase2.py,APPLIED_CODE,decision,docs(sds): 锁定COM办事处与验收守卫差量
codex/f-acc-001-sds,20f03ba316ca431a55f96aa9c3c97be54d08b4e0,UNMAPPED,docs/decisions/0036-commerce-office-snapshot-and-scope-guard-physical-delta.md,EXCLUDED_NON_CODE,decision,docs(sds): 补齐COM V70必填字段转换
codex/f-acc-001-sds,20f03ba316ca431a55f96aa9c3c97be54d08b4e0,UNMAPPED,docs/design/09-database-design.md,EXCLUDED_NON_CODE,decision,docs(sds): 补齐COM V70必填字段转换
codex/f-acc-001-sds,20f03ba316ca431a55f96aa9c3c97be54d08b4e0,UNMAPPED,docs/engineering/gates/phase-2/gate-status.md,EXCLUDED_NON_CODE,decision,docs(sds): 补齐COM V70必填字段转换
codex/f-acc-001-sds,20f03ba316ca431a55f96aa9c3c97be54d08b4e0,UNMAPPED,docs/engineering/gates/phase-2/self-review.md,EXCLUDED_NON_CODE,decision,docs(sds): 补齐COM V70必填字段转换
codex/f-acc-001-sds,20f03ba316ca431a55f96aa9c3c97be54d08b4e0,UNMAPPED,docs/traceability/domain-entity-migration-contract.json,EXCLUDED_NON_CODE,decision,docs(sds): 补齐COM V70必填字段转换
codex/f-acc-001-sds,20f03ba316ca431a55f96aa9c3c97be54d08b4e0,UNMAPPED,docs/traceability/domain-entity-migration-contract.md,EXCLUDED_NON_CODE,decision,docs(sds): 补齐COM V70必填字段转换
codex/f-acc-001-sds,20f03ba316ca431a55f96aa9c3c97be54d08b4e0,UNMAPPED,docs/traceability/phase2-contract-map.md,EXCLUDED_NON_CODE,decision,docs(sds): 补齐COM V70必填字段转换
codex/f-acc-001-sds,20f03ba316ca431a55f96aa9c3c97be54d08b4e0,UNMAPPED,scripts/generate_phase2_contract_map.py,APPLIED_CODE,decision,docs(sds): 补齐COM V70必填字段转换
codex/f-acc-001-sds,20f03ba316ca431a55f96aa9c3c97be54d08b4e0,UNMAPPED,scripts/tests/test_validate_sds_phase2.py,APPLIED_CODE,decision,docs(sds): 补齐COM V70必填字段转换
codex/f-acc-001-sds,20f03ba316ca431a55f96aa9c3c97be54d08b4e0,UNMAPPED,scripts/validate_sds_phase2.py,APPLIED_CODE,decision,docs(sds): 补齐COM V70必填字段转换
codex/f-acc-001-sds,f50f3365fd0c672877aca69714ebe8ba23e285ac,UNMAPPED,docs/decisions/0036-commerce-office-snapshot-and-scope-guard-physical-delta.md,EXCLUDED_NON_CODE,decision,docs(sds): 回写COM物理差量裁决
codex/f-acc-001-sds,f50f3365fd0c672877aca69714ebe8ba23e285ac,UNMAPPED,docs/engineering/gates/phase-2/gate-status.md,EXCLUDED_NON_CODE,decision,docs(sds): 回写COM物理差量裁决
codex/f-acc-001-sds,f50f3365fd0c672877aca69714ebe8ba23e285ac,UNMAPPED,-,NO_NET_CODE_CHANGE,decision,docs(sds): 回写COM物理差量裁决
codex/f-acc-001-sds,c714c38330f70d7fb77c72be51b885d385d482b2,UNMAPPED,"""\351\234\200\346\261\202/PRD-\351\241\271\347\233\256\345\256\236\346\226\275\344\272\244\344\273\230\347\256\241\347\220\206\345\271\263\345\217\260.md""",EXCLUDED_NON_CODE,decision,docs(prd): 锁定验收阶段进入范围语义
codex/f-acc-001-sds,c714c38330f70d7fb77c72be51b885d385d482b2,UNMAPPED,"""docs/reports/2026-08-29-PRD-V1.8\344\277\256\350\256\242009\345\237\272\347\272\277\345\217\230\346\233\264\346\212\245\345\221\212.md""",EXCLUDED_NON_CODE,decision,docs(prd): 锁定验收阶段进入范围语义
codex/f-acc-001-sds,c714c38330f70d7fb77c72be51b885d385d482b2,UNMAPPED,"""specs/001-project-delivery-platform/domains/ACC-\351\252\214\346\224\266\344\270\216\351\241\271\347\233\256\351\227\255\347\216\257\351\234\200\346\261\202\350\247\204\346\240\274.md""",EXCLUDED_NON_CODE,decision,docs(prd): 锁定验收阶段进入范围语义
codex/f-acc-001-sds,c714c38330f70d7fb77c72be51b885d385d482b2,UNMAPPED,"""specs/001-project-delivery-platform/domains/COM-\345\220\210\345\220\214\350\256\242\345\215\225\345\261\245\347\272\246\351\234\200\346\261\202\350\247\204\346\240\274.md""",EXCLUDED_NON_CODE,decision,docs(prd): 锁定验收阶段进入范围语义
codex/f-acc-001-sds,c714c38330f70d7fb77c72be51b885d385d482b2,UNMAPPED,docs/baseline/baseline-signoff.md,EXCLUDED_NON_CODE,decision,docs(prd): 锁定验收阶段进入范围语义
codex/f-acc-001-sds,c714c38330f70d7fb77c72be51b885d385d482b2,UNMAPPED,docs/baseline/prd-v1.8-amendment-009-acceptance-scope-stage-trigger.md,EXCLUDED_NON_CODE,decision,docs(prd): 锁定验收阶段进入范围语义
codex/f-acc-001-sds,c714c38330f70d7fb77c72be51b885d385d482b2,UNMAPPED,docs/baseline/prd-v1.8.md,EXCLUDED_NON_CODE,decision,docs(prd): 锁定验收阶段进入范围语义
codex/f-acc-001-sds,c714c38330f70d7fb77c72be51b885d385d482b2,UNMAPPED,docs/baseline/requirement-baseline.yaml,EXCLUDED_NON_CODE,decision,docs(prd): 锁定验收阶段进入范围语义
codex/f-acc-001-sds,c714c38330f70d7fb77c72be51b885d385d482b2,UNMAPPED,"""docs/reports/2026-08-29-PRD-V1.8\344\277\256\350\256\242009\345\237\272\347\272\277\345\217\230\346\233\264\346\212\245\345\221\212.md""",APPLIED_CODE,decision,docs(prd): 锁定验收阶段进入范围语义
codex/f-acc-001-sds,c714c38330f70d7fb77c72be51b885d385d482b2,UNMAPPED,scripts/tests/test_prd_com_acceptance_scope_trigger.py,APPLIED_CODE,decision,docs(prd): 锁定验收阶段进入范围语义
codex/f-acc-001-sds,c714c38330f70d7fb77c72be51b885d385d482b2,UNMAPPED,"""specs/001-project-delivery-platform/domains/ACC-\351\252\214\346\224\266\344\270\216\351\241\271\347\233\256\351\227\255\347\216\257\351\234\200\346\261\202\350\247\204\346\240\274.md""",APPLIED_CODE,decision,docs(prd): 锁定验收阶段进入范围语义
codex/f-acc-001-sds,c714c38330f70d7fb77c72be51b885d385d482b2,UNMAPPED,"""specs/001-project-delivery-platform/domains/COM-\345\220\210\345\220\214\350\256\242\345\215\225\345\261\245\347\272\246\351\234\200\346\261\202\350\247\204\346\240\274.md""",APPLIED_CODE,decision,docs(prd): 锁定验收阶段进入范围语义
codex/f-acc-001-sds,c714c38330f70d7fb77c72be51b885d385d482b2,UNMAPPED,"""\351\234\200\346\261\202/PRD-\351\241\271\347\233\256\345\256\236\346\226\275\344\272\244\344\273\230\347\256\241\347\220\206\345\271\263\345\217\260.md""",APPLIED_CODE,decision,docs(prd): 锁定验收阶段进入范围语义
codex/f-acc-001-sds,42c20d8707bf43d6837826d861ee8347db4dedea,UNMAPPED,"""\351\234\200\346\261\202/PRD-\351\241\271\347\233\256\345\256\236\346\226\275\344\272\244\344\273\230\347\256\241\347\220\206\345\271\263\345\217\260.md""",EXCLUDED_NON_CODE,decision,docs(prd): 登记验收退出绑定阻断
codex/f-acc-001-sds,42c20d8707bf43d6837826d861ee8347db4dedea,UNMAPPED,"""docs/reports/2026-08-29-PRD-V1.8\344\277\256\350\256\242009\345\237\272\347\272\277\345\217\230\346\233\264\346\212\245\345\221\212.md""",EXCLUDED_NON_CODE,decision,docs(prd): 登记验收退出绑定阻断
codex/f-acc-001-sds,42c20d8707bf43d6837826d861ee8347db4dedea,UNMAPPED,"""specs/001-project-delivery-platform/domains/ACC-\351\252\214\346\224\266\344\270\216\351\241\271\347\233\256\351\227\255\347\216\257\351\234\200\346\261\202\350\247\204\346\240\274.md""",EXCLUDED_NON_CODE,decision,docs(prd): 登记验收退出绑定阻断
codex/f-acc-001-sds,42c20d8707bf43d6837826d861ee8347db4dedea,UNMAPPED,"""specs/001-project-delivery-platform/domains/COM-\345\220\210\345\220\214\350\256\242\345\215\225\345\261\245\347\272\246\351\234\200\346\261\202\350\247\204\346\240\274.md""",EXCLUDED_NON_CODE,decision,docs(prd): 登记验收退出绑定阻断
codex/f-acc-001-sds,42c20d8707bf43d6837826d861ee8347db4dedea,UNMAPPED,docs/baseline/baseline-signoff.md,EXCLUDED_NON_CODE,decision,docs(prd): 登记验收退出绑定阻断
codex/f-acc-001-sds,42c20d8707bf43d6837826d861ee8347db4dedea,UNMAPPED,docs/baseline/prd-v1.8-amendment-009-acceptance-scope-stage-trigger.md,EXCLUDED_NON_CODE,decision,docs(prd): 登记验收退出绑定阻断
codex/f-acc-001-sds,42c20d8707bf43d6837826d861ee8347db4dedea,UNMAPPED,docs/baseline/prd-v1.8.md,EXCLUDED_NON_CODE,decision,docs(prd): 登记验收退出绑定阻断
codex/f-acc-001-sds,42c20d8707bf43d6837826d861ee8347db4dedea,UNMAPPED,docs/baseline/requirement-baseline.yaml,EXCLUDED_NON_CODE,decision,docs(prd): 登记验收退出绑定阻断
codex/f-acc-001-sds,42c20d8707bf43d6837826d861ee8347db4dedea,UNMAPPED,docs/decisions/open-questions.md,EXCLUDED_NON_CODE,decision,docs(prd): 登记验收退出绑定阻断
codex/f-acc-001-sds,42c20d8707bf43d6837826d861ee8347db4dedea,UNMAPPED,"""docs/reports/2026-08-29-PRD-V1.8\344\277\256\350\256\242009\345\237\272\347\272\277\345\217\230\346\233\264\346\212\245\345\221\212.md""",APPLIED_CODE,decision,docs(prd): 登记验收退出绑定阻断
codex/f-acc-001-sds,42c20d8707bf43d6837826d861ee8347db4dedea,UNMAPPED,scripts/tests/test_prd_com_acceptance_scope_trigger.py,APPLIED_CODE,decision,docs(prd): 登记验收退出绑定阻断
codex/f-acc-001-sds,42c20d8707bf43d6837826d861ee8347db4dedea,UNMAPPED,"""specs/001-project-delivery-platform/domains/ACC-\351\252\214\346\224\266\344\270\216\351\241\271\347\233\256\351\227\255\347\216\257\351\234\200\346\261\202\350\247\204\346\240\274.md""",APPLIED_CODE,decision,docs(prd): 登记验收退出绑定阻断
codex/f-acc-001-sds,42c20d8707bf43d6837826d861ee8347db4dedea,UNMAPPED,"""specs/001-project-delivery-platform/domains/COM-\345\220\210\345\220\214\350\256\242\345\215\225\345\261\245\347\272\246\351\234\200\346\261\202\350\247\204\346\240\274.md""",APPLIED_CODE,decision,docs(prd): 登记验收退出绑定阻断
codex/f-acc-001-sds,42c20d8707bf43d6837826d861ee8347db4dedea,UNMAPPED,"""\351\234\200\346\261\202/PRD-\351\241\271\347\233\256\345\256\236\346\226\275\344\272\244\344\273\230\347\256\241\347\220\206\345\271\263\345\217\260.md""",APPLIED_CODE,decision,docs(prd): 登记验收退出绑定阻断
codex/f-acc-001-sds,d67112d7b9b9a1ffd84faee3acccbc0ef30faa12,UNMAPPED,"""\351\234\200\346\261\202/PRD-\351\241\271\347\233\256\345\256\236\346\226\275\344\272\244\344\273\230\347\256\241\347\220\206\345\271\263\345\217\260.md""",EXCLUDED_NON_CODE,decision,docs(prd): 补充验收阶段与报告时序
codex/f-acc-001-sds,d67112d7b9b9a1ffd84faee3acccbc0ef30faa12,UNMAPPED,"""docs/reports/2026-08-29-PRD-V1.8\344\277\256\350\256\242009\345\237\272\347\272\277\345\217\230\346\233\264\346\212\245\345\221\212.md""",EXCLUDED_NON_CODE,decision,docs(prd): 补充验收阶段与报告时序
codex/f-acc-001-sds,d67112d7b9b9a1ffd84faee3acccbc0ef30faa12,UNMAPPED,"""specs/001-project-delivery-platform/domains/ACC-\351\252\214\346\224\266\344\270\216\351\241\271\347\233\256\351\227\255\347\216\257\351\234\200\346\261\202\350\247\204\346\240\274.md""",EXCLUDED_NON_CODE,decision,docs(prd): 补充验收阶段与报告时序
codex/f-acc-001-sds,d67112d7b9b9a1ffd84faee3acccbc0ef30faa12,UNMAPPED,"""specs/001-project-delivery-platform/domains/COM-\345\220\210\345\220\214\350\256\242\345\215\225\345\261\245\347\272\246\351\234\200\346\261\202\350\247\204\346\240\274.md""",EXCLUDED_NON_CODE,decision,docs(prd): 补充验收阶段与报告时序
codex/f-acc-001-sds,d67112d7b9b9a1ffd84faee3acccbc0ef30faa12,UNMAPPED,docs/baseline/baseline-signoff.md,EXCLUDED_NON_CODE,decision,docs(prd): 补充验收阶段与报告时序
codex/f-acc-001-sds,d67112d7b9b9a1ffd84faee3acccbc0ef30faa12,UNMAPPED,docs/baseline/prd-v1.8-amendment-009-acceptance-scope-stage-trigger.md,EXCLUDED_NON_CODE,decision,docs(prd): 补充验收阶段与报告时序
codex/f-acc-001-sds,d67112d7b9b9a1ffd84faee3acccbc0ef30faa12,UNMAPPED,docs/baseline/prd-v1.8.md,EXCLUDED_NON_CODE,decision,docs(prd): 补充验收阶段与报告时序
codex/f-acc-001-sds,d67112d7b9b9a1ffd84faee3acccbc0ef30faa12,UNMAPPED,docs/baseline/requirement-baseline.yaml,EXCLUDED_NON_CODE,decision,docs(prd): 补充验收阶段与报告时序
codex/f-acc-001-sds,d67112d7b9b9a1ffd84faee3acccbc0ef30faa12,UNMAPPED,"""docs/reports/2026-08-29-PRD-V1.8\344\277\256\350\256\242009\345\237\272\347\272\277\345\217\230\346\233\264\346\212\245\345\221\212.md""",APPLIED_CODE,decision,docs(prd): 补充验收阶段与报告时序
codex/f-acc-001-sds,d67112d7b9b9a1ffd84faee3acccbc0ef30faa12,UNMAPPED,scripts/tests/test_prd_com_acceptance_scope_trigger.py,APPLIED_CODE,decision,docs(prd): 补充验收阶段与报告时序
codex/f-acc-001-sds,d67112d7b9b9a1ffd84faee3acccbc0ef30faa12,UNMAPPED,"""specs/001-project-delivery-platform/domains/ACC-\351\252\214\346\224\266\344\270\216\351\241\271\347\233\256\351\227\255\347\216\257\351\234\200\346\261\202\350\247\204\346\240\274.md""",APPLIED_CODE,decision,docs(prd): 补充验收阶段与报告时序
codex/f-acc-001-sds,d67112d7b9b9a1ffd84faee3acccbc0ef30faa12,UNMAPPED,"""specs/001-project-delivery-platform/domains/COM-\345\220\210\345\220\214\350\256\242\345\215\225\345\261\245\347\272\246\351\234\200\346\261\202\350\247\204\346\240\274.md""",APPLIED_CODE,decision,docs(prd): 补充验收阶段与报告时序
codex/f-acc-001-sds,d67112d7b9b9a1ffd84faee3acccbc0ef30faa12,UNMAPPED,"""\351\234\200\346\261\202/PRD-\351\241\271\347\233\256\345\256\236\346\226\275\344\272\244\344\273\230\347\256\241\347\220\206\345\271\263\345\217\260.md""",APPLIED_CODE,decision,docs(prd): 补充验收阶段与报告时序
codex/f-acc-001-sds,b17ae89f92b01488378aeb8c36a77a5b2d46ad29,UNMAPPED,docs/decisions/0037-project-acceptance-stage-scope-binding.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定验收阶段范围绑定时序
codex/f-acc-001-sds,b17ae89f92b01488378aeb8c36a77a5b2d46ad29,UNMAPPED,docs/design/02-domain-model.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定验收阶段范围绑定时序
codex/f-acc-001-sds,b17ae89f92b01488378aeb8c36a77a5b2d46ad29,UNMAPPED,docs/design/04-module-design.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定验收阶段范围绑定时序
codex/f-acc-001-sds,b17ae89f92b01488378aeb8c36a77a5b2d46ad29,UNMAPPED,docs/design/05-state-machine.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定验收阶段范围绑定时序
codex/f-acc-001-sds,b17ae89f92b01488378aeb8c36a77a5b2d46ad29,UNMAPPED,docs/design/06-workflow-design.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定验收阶段范围绑定时序
codex/f-acc-001-sds,b17ae89f92b01488378aeb8c36a77a5b2d46ad29,UNMAPPED,docs/design/08-data-model.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定验收阶段范围绑定时序
codex/f-acc-001-sds,b17ae89f92b01488378aeb8c36a77a5b2d46ad29,UNMAPPED,docs/design/08a-domain-entity-migration-alignment.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定验收阶段范围绑定时序
codex/f-acc-001-sds,b17ae89f92b01488378aeb8c36a77a5b2d46ad29,UNMAPPED,docs/design/09-database-design.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定验收阶段范围绑定时序
codex/f-acc-001-sds,b17ae89f92b01488378aeb8c36a77a5b2d46ad29,UNMAPPED,docs/design/10-api-design.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定验收阶段范围绑定时序
codex/f-acc-001-sds,b17ae89f92b01488378aeb8c36a77a5b2d46ad29,UNMAPPED,docs/design/11-event-design.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定验收阶段范围绑定时序
codex/f-acc-001-sds,b17ae89f92b01488378aeb8c36a77a5b2d46ad29,UNMAPPED,docs/design/15-cache-and-concurrency.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定验收阶段范围绑定时序
codex/f-acc-001-sds,b17ae89f92b01488378aeb8c36a77a5b2d46ad29,UNMAPPED,docs/design/16-exception-and-idempotency.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定验收阶段范围绑定时序
codex/f-acc-001-sds,b17ae89f92b01488378aeb8c36a77a5b2d46ad29,UNMAPPED,docs/engineering/gates/phase-2/gate-status.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定验收阶段范围绑定时序
codex/f-acc-001-sds,b17ae89f92b01488378aeb8c36a77a5b2d46ad29,UNMAPPED,docs/engineering/gates/phase-2/self-review.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定验收阶段范围绑定时序
codex/f-acc-001-sds,b17ae89f92b01488378aeb8c36a77a5b2d46ad29,UNMAPPED,docs/traceability/domain-entity-migration-contract.json,EXCLUDED_NON_CODE,decision,docs(sds): 锁定验收阶段范围绑定时序
codex/f-acc-001-sds,b17ae89f92b01488378aeb8c36a77a5b2d46ad29,UNMAPPED,docs/traceability/domain-entity-migration-contract.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定验收阶段范围绑定时序
codex/f-acc-001-sds,b17ae89f92b01488378aeb8c36a77a5b2d46ad29,UNMAPPED,docs/traceability/domain-object-table-map.json,EXCLUDED_NON_CODE,decision,docs(sds): 锁定验收阶段范围绑定时序
codex/f-acc-001-sds,b17ae89f92b01488378aeb8c36a77a5b2d46ad29,UNMAPPED,docs/traceability/phase2-contract-map.md,EXCLUDED_NON_CODE,decision,docs(sds): 锁定验收阶段范围绑定时序
codex/f-acc-001-sds,b17ae89f92b01488378aeb8c36a77a5b2d46ad29,UNMAPPED,scripts/generate_phase2_contract_map.py,APPLIED_CODE,decision,docs(sds): 锁定验收阶段范围绑定时序
codex/f-acc-001-sds,b17ae89f92b01488378aeb8c36a77a5b2d46ad29,UNMAPPED,scripts/tests/test_validate_sds_phase2.py,APPLIED_CODE,decision,docs(sds): 锁定验收阶段范围绑定时序
