branch,path,decision,detail
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/dal/mysql/order/query/ContractRelatedOrderQuery.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/dal/mysql/order/query/SalesOrderCompanyScopeQuery.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/dal/mysql/order/query/SalesOrderLineCompanyScopeQuery.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/dal/mysql/order/query/SalesOrderLineIdsQuery.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/dal/mysql/scope/DeliveryScopeDetailMapper.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/dal/mysql/scope/DeliveryScopeMapper.java,CONFLICT_ADAPT_REQUIRED,"ed: pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/dal/mysql/scope/DeliveryScopeMapper.java:37
Applying patch pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/dal/mysql/scope/DeliveryScopeMapper.java with 2 rejects...
Rejected hunk #1.
Rejected hunk #2.
"
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/dal/mysql/scope/query/DeliveryScopeAcceptanceLockQuery.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/dal/mysql/scope/query/DeliveryScopeDetailIdsQuery.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/dal/mysql/scope/query/DeliveryScopeIdQuery.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/dal/mysql/scope/query/DeliveryScopeOrderLineQuery.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/dal/mysql/scope/query/DeliveryScopePageQuery.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/dal/mysql/scope/query/DeliveryScopeProjectQuery.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/dal/mysql/scope/query/DeliveryScopeVersionLockRow.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/enums/ErrorCodeConstants.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/authority/CommerceAuthorityImportApplicationService.java,CONFLICT_ADAPT_REQUIRED,"/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/authority/CommerceAuthorityImportApplicationService.java...
error: pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/authority/CommerceAuthorityImportApplicationService.java: already exists in working directory
"
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/authority/CommerceAuthorityWriteService.java,CONFLICT_ADAPT_REQUIRED,"atch pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/authority/CommerceAuthorityWriteService.java...
error: pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/authority/CommerceAuthorityWriteService.java: already exists in working directory
"
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/contract/ContractAccessService.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/contract/ContractRelationCommand.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/contract/ContractRelationCommandService.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/contract/ContractRelationResult.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/AcceptanceStageBindingCoordinator.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/CommerceDeliveryScopeCommandService.java,CONFLICT_ADAPT_REQUIRED," pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/CommerceDeliveryScopeCommandService.java...
error: pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/CommerceDeliveryScopeCommandService.java: already exists in working directory
"
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/CommerceDeliveryScopeQueryService.java,CONFLICT_ADAPT_REQUIRED,"atch pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/CommerceDeliveryScopeQueryService.java...
error: pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/CommerceDeliveryScopeQueryService.java: already exists in working directory
"
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/DeliveryScopeAssignCommand.java,CONFLICT_ADAPT_REQUIRED,"Checking patch pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/DeliveryScopeAssignCommand.java...
error: pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/DeliveryScopeAssignCommand.java: already exists in working directory
"
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/DeliveryScopeChangeCommand.java,CONFLICT_ADAPT_REQUIRED,"Checking patch pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/DeliveryScopeChangeCommand.java...
error: pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/DeliveryScopeChangeCommand.java: already exists in working directory
"
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/DeliveryScopeCommandResult.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/DeliveryScopeCompatibilityService.java,CONFLICT_ADAPT_REQUIRED,"atch pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/DeliveryScopeCompatibilityService.java...
error: pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/DeliveryScopeCompatibilityService.java: already exists in working directory
"
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/DeliveryScopePreviewCommand.java,CONFLICT_ADAPT_REQUIRED,"Checking patch pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/DeliveryScopePreviewCommand.java...
error: pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/DeliveryScopePreviewCommand.java: already exists in working directory
"
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/DeliveryScopePreviewResult.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/DeliveryScopeService.java,APPLIED_THREE_WAY,clean file merge
codex/f-acc-001-sds,pms-module-commerce/src/main/java/cn/iocoder/yudao/module/pms/commerce/service/scope/DeliveryScopeView.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/resources/mapper/contract/ContractMapper.xml,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/resources/mapper/contract/ProjectContractRelationMapper.xml,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/resources/mapper/order/SalesOrderLineMapper.xml,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/resources/mapper/order/SalesOrderMapper.xml,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/resources/mapper/scope/DeliveryScopeDetailMapper.xml,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/main/resources/mapper/scope/DeliveryScopeMapper.xml,CONFLICT_ADAPT_REQUIRED,"Checking patch pms-module-commerce/src/main/resources/mapper/scope/DeliveryScopeMapper.xml...
error: pms-module-commerce/src/main/resources/mapper/scope/DeliveryScopeMapper.xml: already exists in working directory
"
codex/f-acc-001-sds,pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/api/Fcom001PublicApiContractTest.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/api/scope/DeliveryScopeAcceptanceLockApiImplTest.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/controller/admin/authority/CommerceAuthorityImportControllerTest.java,CONFLICT_ADAPT_REQUIRED,"java/cn/iocoder/yudao/module/pms/commerce/controller/admin/authority/CommerceAuthorityImportControllerTest.java...
error: pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/controller/admin/authority/CommerceAuthorityImportControllerTest.java: already exists in working directory
"
codex/f-acc-001-sds,pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/controller/admin/contract/ContractControllerTest.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/migration/Fcom001MigrationContractTest.java,CONFLICT_ADAPT_REQUIRED,"Checking patch pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/migration/Fcom001MigrationContractTest.java...
error: pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/migration/Fcom001MigrationContractTest.java: already exists in working directory
"
codex/f-acc-001-sds,pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/service/authority/CommerceAuthorityImportApplicationServiceTest.java,CONFLICT_ADAPT_REQUIRED,"t/java/cn/iocoder/yudao/module/pms/commerce/service/authority/CommerceAuthorityImportApplicationServiceTest.java...
error: pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/service/authority/CommerceAuthorityImportApplicationServiceTest.java: already exists in working directory
"
codex/f-acc-001-sds,pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/service/authority/CommerceAuthorityWriteServiceTest.java,CONFLICT_ADAPT_REQUIRED,"-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/service/authority/CommerceAuthorityWriteServiceTest.java...
error: pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/service/authority/CommerceAuthorityWriteServiceTest.java: already exists in working directory
"
codex/f-acc-001-sds,pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/service/contract/ContractAccessServiceTest.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/service/contract/ContractRelationCommandServiceTest.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/service/scope/AcceptanceStageBindingCoordinatorTest.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/service/scope/CommerceDeliveryScopeCommandServiceTest.java,CONFLICT_ADAPT_REQUIRED,"ule-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/service/scope/CommerceDeliveryScopeCommandServiceTest.java...
error: pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/service/scope/CommerceDeliveryScopeCommandServiceTest.java: already exists in working directory
"
codex/f-acc-001-sds,pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/service/scope/CommerceDeliveryScopeQueryServiceTest.java,CONFLICT_ADAPT_REQUIRED,"-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/service/scope/CommerceDeliveryScopeQueryServiceTest.java...
error: pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/service/scope/CommerceDeliveryScopeQueryServiceTest.java: already exists in working directory
"
codex/f-acc-001-sds,pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/service/scope/DeliveryScopeCompatibilityServiceTest.java,CONFLICT_ADAPT_REQUIRED,"-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/service/scope/DeliveryScopeCompatibilityServiceTest.java...
error: pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/service/scope/DeliveryScopeCompatibilityServiceTest.java: already exists in working directory
"
codex/f-acc-001-sds,pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/service/scope/DeliveryScopeServiceTest.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/service/scope/Fcom001ApplicationMySqlIntegrationTest.java,CONFLICT_ADAPT_REQUIRED,"odule-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/service/scope/Fcom001ApplicationMySqlIntegrationTest.java...
error: pms-module-commerce/src/test/java/cn/iocoder/yudao/module/pms/commerce/service/scope/Fcom001ApplicationMySqlIntegrationTest.java: already exists in working directory
"
codex/f-acc-001-sds,pms-module-engineering/src/test/java/cn/iocoder/yudao/module/pms/engineering/preparation/PreparationMySqlIntegrationTest.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-platform/pms-module-platform-api/src/main/java/cn/iocoder/yudao/module/pms/platform/api/export/ExportBusinessDataProvider.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-platform/pms-module-platform-api/src/main/java/cn/iocoder/yudao/module/pms/platform/api/export/ExportBusinessDataQuery.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-platform/pms-module-platform-api/src/main/java/cn/iocoder/yudao/module/pms/platform/api/export/ExportBusinessDataSnapshot.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-platform/pms-module-platform-api/src/main/java/cn/iocoder/yudao/module/pms/platform/api/export/ExportTaskApi.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-platform/pms-module-platform-api/src/main/java/cn/iocoder/yudao/module/pms/platform/api/export/ExportTaskFact.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-platform/pms-module-platform-api/src/main/java/cn/iocoder/yudao/module/pms/platform/api/export/ExportTaskFactQuery.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-platform/pms-module-platform-api/src/main/java/cn/iocoder/yudao/module/pms/platform/api/export/ExportTaskRequestCommand.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-platform/pms-module-platform-api/src/main/java/cn/iocoder/yudao/module/pms/platform/api/export/ExportTaskRetryCommand.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-platform/pms-module-platform-api/src/main/java/cn/iocoder/yudao/module/pms/platform/api/file/FileArtifactApi.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-platform/pms-module-platform-api/src/main/java/cn/iocoder/yudao/module/pms/platform/api/file/FileBusinessObjectPolicyProvider.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-platform/pms-module-platform-api/src/main/java/cn/iocoder/yudao/module/pms/platform/api/file/dto/ArchiveFileReferenceSetsCommand.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-platform/pms-module-platform-api/src/main/java/cn/iocoder/yudao/module/pms/platform/api/file/dto/AuthenticatedAssistedFileFact.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-platform/pms-module-platform-api/src/main/java/cn/iocoder/yudao/module/pms/platform/api/file/dto/AuthenticatedAssistedFileHandle.java,NOOP_EXACT,same blob
codex/f-acc-001-sds,pms-module-platform/pms-module-platform-api/src/main/java/cn/iocoder/yudao/module/pms/platform/api/file/dto/AuthenticatedAssistedFileRevalidationQuery.java,NOOP_EXACT,same blob
